HKU_HKSLLEX_ID.status,HKU_HKSLLEX_ID.id,HKU_HKSLLEX_ID.entryType,HKU_HKSLLEX_ID.categories,recording.date,recording.remarks,videoFile.name,videoFile.duration,videoFile.fileExtension,videoFile.supplementary,videoFile.nameOSF,videoFile.nameGIF,ASLLEX2.id,ASLLEX2.legacyIdMapping,ASLLEX2.correspondance,translation.EN-GB.primary,translation.EN-GB.disambiguation,translation.EN-GB.secondary,translation.ZH-HK.primary,translation.ZH-HK.disambiguation,translation.ZH-HK.secondary,translation.ZH-Yue.primary,translation.ZH-Yue.secondary,translation.unichar,translation.unprocessed.en-GB,translation.unprocessed.zh-HK,translation.unprocessed.zh-YUE,translation.literal,translation.figurative.en-GB,translation.figurative.zh-HK,translation.figurative.zh-YUE,source,variant.number,variant.notes,lexicalCategory.0,cuhkcslds_HandshapeFont.CodepointNotation,arto.stringNotation,arto.syllableBoundaries,morphemeCount,demonstrator,etymology.unprocessed.en-GB,etymology.unprocessed.zh-YUE,etymology.formal.en-GB,etymology.formal.zh-HK,etymology.formal.zh-YUE,etymology.category,iconicity.rating.deaf.average,iconicity.rating.deaf.count,iconicity.rating.hearing.average,iconicity.rating.hearing.count,lexicalCategory.1,lexicalCategory.2,videoFile.supplementary.0.fileName,videoFile.supplementary.0.type,videoFile.supplementary.0.content.text,videoFile.supplementary.0.content.language,videoFile.supplementary.0.fileExtension,videoFile.supplementary.1.fileName,videoFile.supplementary.1.type,videoFile.supplementary.1.content.text,videoFile.supplementary.1.content.language,videoFile.supplementary.1.fileExtension
live,HKSLLEX-2023-00001952,vocabulary,,2024-05-16,,HKSLLEX-2023-00001952.mp4,,mp4,,HKSLLEX-2023-00001952-One.mp4,HKSLLEX-2023-00001952-One.webp,one,one,1to1,one,,,一,,,一,,,,,,,,,,ASLLEX2,,,名詞,66;0,,,,fung,,,,,,,,,,,,,,,,,,,,,,
live,HKSLLEX-2023-00001953,vocabulary,,2024-05-16,,HKSLLEX-2023-00001953.mp4,,mp4,,HKSLLEX-2023-00001953-Clause.mp4,HKSLLEX-2023-00001953-Clause.webp,clause,clause,1to1,clause,,,條款,,,條款,,,,,,,,,,ASLLEX2,,,名詞,117;126;62;126,,,,fung,,,,,,,,,,,,,,,,,,,,,,
live,HKSLLEX-2023-00001954,vocabulary,,2024-05-16,,HKSLLEX-2023-00001954.mp4,,mp4,,HKSLLEX-2023-00001954-Monster.mp4,HKSLLEX-2023-00001954-Monster.webp,monster,monster,1to1,monster,,,怪物,,,怪物,,,,,,,,,,ASLLEX2,,,名詞,47;47,,,,fung,,,,,,,,,,,,,,,,,,,,,,
live,HKSLLEX-2023-00001955,vocabulary,,2024-05-16,,HKSLLEX-2023-00001955.mp4,,mp4,,HKSLLEX-2023-00001955-Thunder.mp4,HKSLLEX-2023-00001955-Thunder.webp,thunder,thunder,1to1,thunder,,,打雷,,,行雷,,,,,,,,,,ASLLEX2,,,名詞,54;54;62;62,,,,fung,,,,,,,,,,,,,,,,,,,,,,
live,HKSLLEX-2023-00001956,vocabulary,,2024-05-16,,HKSLLEX-2023-00001956.mp4,,mp4,,HKSLLEX-2023-00001956-Earmuffs.mp4,HKSLLEX-2023-00001956-Earmuffs.webp,earmuffs,earmuffs,1to1,earmuffs,,,耳罩,,,耳罩,,,,,,,,,,ASLLEX2,,,動詞,47;47,,,,fung,,,,,,,,,,,,,,,,,,,,,,
live,HKSLLEX-2023-00001957,vocabulary,,2024-05-16,,HKSLLEX-2023-00001957.mp4,,mp4,,HKSLLEX-2023-00001957-Chase.mp4,HKSLLEX-2023-00001957-Chase.webp,chase,chase,1to1,chase,,,追趕,,,追趕,,,,,,,,,,ASLLEX2,,,動詞,38;38,,,,fung,,,,,,,,,,,語句,,,,,,,,,,,
live,HKSLLEX-2023-00001958,vocabulary,,2024-05-16,,HKSLLEX-2023-00001958.mp4,,mp4,,HKSLLEX-2023-00001958-Kissoncheek.mp4,HKSLLEX-2023-00001958-Kissoncheek.webp,kiss_on_cheek,kiss_on_cheek,1to1,kiss on cheek,,,親吻臉頰,,,親吻臉頰,,,,,,,,,,ASLLEX2,,,名詞,121;0,,,,fung,,,,,,,,,,,,,,,,,,,,,,
live,HKSLLEX-2023-00001959,vocabulary,,2024-05-16,,HKSLLEX-2023-00001959.mp4,,mp4,,HKSLLEX-2023-00001959-Santa.mp4,HKSLLEX-2023-00001959-Santa.webp,santa  ,santa  ,noASLLEX2,santa  ,,,聖誕老人,,,聖誕老人,,,,,,,,,,ASLLEX2,,,名詞,66;66,,,,fung,,,,,,,,,,,,,,,,,,,,,,
live,HKSLLEX-2023-00001960,vocabulary,,2024-05-16,,HKSLLEX-2023-00001960.mp4,,mp4,,HKSLLEX-2023-00001960-Bandage.mp4,HKSLLEX-2023-00001960-Bandage.webp,bandage,bandage,1to1,bandage,,,繃帶,,,繃帶,,,,,,,,,,ASLLEX2,,,動詞,54;54;121;126,,,,fung,,,,,,,,,,,,,,,,,,,,,,
live,HKSLLEX-2023-00001961,vocabulary,,2024-05-16,,HKSLLEX-2023-00001961.mp4,,mp4,,HKSLLEX-2023-00001961-Waterski.mp4,HKSLLEX-2023-00001961-Waterski.webp,water_ski,water_ski,1to1,water ski,,,滑水,,,滑水,,,,,,,,,,ASLLEX2,,,動詞,54;54,,,,fung,,,,,,,,,,,,,,,,,,,,,,
live,HKSLLEX-2023-00001962,vocabulary,,2024-05-16,,HKSLLEX-2023-00001962.mp4,,mp4,,HKSLLEX-2023-00001962-Ride.mp4,HKSLLEX-2023-00001962-Ride.webp,ride,ride,Mto1,ride,,,乘搭,,,乘搭,,,,,,,,,,ASLLEX2,,,名詞,38;126,,,,fung,,,,,,,,,,,,,,,,,,,,,,
live,HKSLLEX-2023-00001963,vocabulary,,2024-05-16,,HKSLLEX-2023-00001963.mp4,,mp4,,HKSLLEX-2023-00001963-Hypocrite.mp4,HKSLLEX-2023-00001963-Hypocrite.webp,hypocrite,hypocrite,1to1,hypocrite,,,偽君子,,,偽君子,,,,,,,,,,ASLLEX2,,,副詞,126;126,,,,fung,,,,,,,,,,,,,,,,,,,,,,
live,HKSLLEX-2023-00001964,vocabulary,,2024-05-16,,HKSLLEX-2023-00001964.mp4,,mp4,,HKSLLEX-2023-00001964-Will.mp4,HKSLLEX-2023-00001964-Will.webp,will,will,1to1,will,,,將會 ,,會,將會 ,,,,,,,,,,ASLLEX2,,,形容詞,126;0;58;0,,,,fung,,,,,,,,,,,,,,,,,,,,,,
live,HKSLLEX-2023-00001965,vocabulary,,2024-05-16,,HKSLLEX-2023-00001965.mp4,,mp4,,HKSLLEX-2023-00001965-Smellmoney.mp4,HKSLLEX-2023-00001965-Smellmoney.webp,smell_money,smell_money,1to1,smell money,,cheap,廉價,,,廉價,,,,,,,,,,ASLLEX2,,,語句,80;0,,,,fung,,,,,,,,,,,,,,,,,,,,,,
live,HKSLLEX-2023-00001966,vocabulary,,2024-05-16,,HKSLLEX-2023-00001966.mp4,,mp4,,HKSLLEX-2023-00001966-Wewillsee.mp4,HKSLLEX-2023-00001966-Wewillsee.webp,we_will_see,we_will_see,1to1,we will see,,,看看怎樣,,走着瞧,睇吓點,放長雙眼,,,,,,,,,ASLLEX2,,,形容詞,67;0,,,,fung,,,,,,,,,,,,,,,,,,,,,,
live,HKSLLEX-2023-00001967,vocabulary,,2024-05-16,,HKSLLEX-2023-00001967.mp4,,mp4,,HKSLLEX-2023-00001967-Bright.mp4,HKSLLEX-2023-00001967-Bright.webp,bright,bright,1to1,bright,,,明亮,,,明亮,,,,,,,,,,ASLLEX2,,,形容詞,65;65;62;62,,,,fung,,,,,,,,,,,,,,,,,,,,,,
live,HKSLLEX-2023-00001968,vocabulary,,2024-05-16,,HKSLLEX-2023-00001968.mp4,,mp4,,HKSLLEX-2023-00001968-Redfaced.mp4,HKSLLEX-2023-00001968-Redfaced.webp,red_faced,red_faced,1to1,red faced,,,尷尬,,,尷尬,,,,,,,,,,ASLLEX2,,,語句,58;58,,,,fung,,,,,,,,,,,,,,,,,,,,,,
live,HKSLLEX-2023-00001969,vocabulary,,2024-05-16,,HKSLLEX-2023-00001969.mp4,,mp4,,HKSLLEX-2023-00001969-Doesntmatter.mp4,HKSLLEX-2023-00001969-Doesntmatter.webp,doesnt_matter,doesnt_matter,1to1,doesnt matter,,,不要緊,,,唔緊要,,,,,,,,,,ASLLEX2,,,名詞,66;66,,,,fung,,,,,,,,,,,,,,,,,,,,,,
live,HKSLLEX-2023-00001970,vocabulary,,2024-05-16,,HKSLLEX-2023-00001970.mp4,,mp4,,HKSLLEX-2023-00001970-Buffalo.mp4,HKSLLEX-2023-00001970-Buffalo.webp,buffalo,buffalo,1to1,buffalo,,,水牛,,,水牛,,,,,,,,,,ASLLEX2,,,名詞,"106;0,38;38",,,,fung,,,,,,,,,,,,,,,,,,,,,,
live,HKSLLEX-2023-00001971,vocabulary,,2024-05-16,,HKSLLEX-2023-00001971.mp4,,mp4,,HKSLLEX-2023-00001971-Dictionary.mp4,HKSLLEX-2023-00001971-Dictionary.webp,dictionary,dictionary,1to1,dictionary,,,字典,,,字典,,,,,,,,,,ASLLEX2,,,動詞,47;47,,,,fung,,,,,,,,,,,語句,,,,,,,,,,,
live,HKSLLEX-2023-00001972,vocabulary,,2024-05-16,,HKSLLEX-2023-00001972.mp4,,mp4,,HKSLLEX-2023-00001972-Payoffbills.mp4,HKSLLEX-2023-00001972-Payoffbills.webp,pay_off_bills,pay_off_bills,1to1,pay off bills,,,還清帳單,,,還清帳單,,,,,,,,,,ASLLEX2,,,名詞,126;126,,,,fung,,,,,,,,,,,,,,,,,,,,,,
live,HKSLLEX-2023-00001973,vocabulary,,2024-05-16,,HKSLLEX-2023-00001973.mp4,,mp4,,HKSLLEX-2023-00001973-Half.mp4,HKSLLEX-2023-00001973-Half.webp,half,half,1to1,half,,,一半,,,一半,,,,,,,,,,ASLLEX2,,,動詞,126;66,,,,fung,,,,,,,,,,,語句,,,,,,,,,,,
live,HKSLLEX-2023-00001974,vocabulary,,2024-05-16,,HKSLLEX-2023-00001974.mp4,,mp4,,HKSLLEX-2023-00001974-Ready.mp4,HKSLLEX-2023-00001974-Ready.webp,ready,ready,1to1,ready,,,準備好,,,準備好,,,,,,,,,,ASLLEX2,,,名詞,50;0,,,,fung,,,,,,,,,,,,,,,,,,,,,,
live,HKSLLEX-2023-00001975,vocabulary,,2024-05-16,,HKSLLEX-2023-00001975.mp4,,mp4,,HKSLLEX-2023-00001975-Bat.mp4,HKSLLEX-2023-00001975-Bat.webp,bat,bat,Mto1,bat,,,蝙蝠,,,蝙蝠,,,,,,,,,,ASLLEX2,,,名詞,98;0,,,,fung,,,,,,,,,,,,,,,,,,,,,,
live,HKSLLEX-2023-00001976,vocabulary,,2024-05-16,,HKSLLEX-2023-00001976.mp4,,mp4,,HKSLLEX-2023-00001976-Cocaine.mp4,HKSLLEX-2023-00001976-Cocaine.webp,cocaine,cocaine,1to1,cocaine,,,可卡因,吸入粉末,,可卡因,,,,,,,,,,ASLLEX2,,,動詞,80;0,,,,fung,,,,,,,,,,,,,,,,,,,,,,
live,HKSLLEX-2023-00001977,vocabulary,,2024-05-16,,HKSLLEX-2023-00001977.mp4,,mp4,,HKSLLEX-2023-00001977-Invest.mp4,HKSLLEX-2023-00001977-Invest.webp,invest,invest,1to1,invest,,,投資,,,投資,,,,,,,,,,ASLLEX2,,,動詞,122;0,,,,fung,,,,,,,,,,,,,,,,,,,,,,
live,HKSLLEX-2023-00001978,vocabulary,,2024-05-16,,HKSLLEX-2023-00001978.mp4,,mp4,,HKSLLEX-2023-00001978-Put.mp4,HKSLLEX-2023-00001978-Put.webp,put,put,1to1,put,,,放,,,放,,,,,,,,,,ASLLEX2,,,動詞,126;126,,,,fung,,,,,,,,,,,,,,,,,,,,,,
live,HKSLLEX-2023-00001979,vocabulary,,2024-05-16,,HKSLLEX-2023-00001979.mp4,,mp4,,HKSLLEX-2023-00001979-Getthrough.mp4,HKSLLEX-2023-00001979-Getthrough.webp,get_through,get_through,1to1,get through,,,通過,通過（通道）,,通過,,,,,,,,,,ASLLEX2,,,名詞,38;126,,,,fung,,,,,,,,,,,,,,,,,,,,,,
live,HKSLLEX-2023-00001980,vocabulary,,2024-05-16,,HKSLLEX-2023-00001980.mp4,,mp4,,HKSLLEX-2023-00001980-Event.mp4,HKSLLEX-2023-00001980-Event.webp,event,event,1to1,event,,,事件,,,事件,,,,,,,,,,ASLLEX2,,,動詞,126;126,,,,fung,,,,,,,,,,,,,,,,,,,,,,
live,HKSLLEX-2023-00001981,vocabulary,,2024-05-16,,HKSLLEX-2023-00001981.mp4,,mp4,,HKSLLEX-2023-00001981-Boxing.mp4,HKSLLEX-2023-00001981-Boxing.webp,boxing,boxing,1to1,boxing,,,拳擊,,,拳擊,,,,,,,,,,ASLLEX2,,,形容詞,54;54,,,,fung,,,,,,,,,,,,,,,,,,,,,,
live,HKSLLEX-2023-00001982,vocabulary,,2024-05-16,,HKSLLEX-2023-00001982.mp4,,mp4,,HKSLLEX-2023-00001982-Curious.mp4,HKSLLEX-2023-00001982-Curious.webp,curious,curious,1to1,curious,,,好奇,,,好奇,,,,,,,,,,ASLLEX2,,,名詞,62;0,,,,fung,,,,,,,,,,,,,,,,,,,,,,
live,HKSLLEX-2023-00001983,vocabulary,,2024-05-16,,HKSLLEX-2023-00001983.mp4,,mp4,,HKSLLEX-2023-00001983-Fan.mp4,HKSLLEX-2023-00001983-Fan.webp,fan,fan,1to1,fan,,,扇,電風扇,,扇,,,,,,,,,,ASLLEX2,,,副詞,53;0,,,,fung,,,,,,,,,,,,,,,,,,,,,,
live,HKSLLEX-2023-00001984,vocabulary,,2024-05-16,,HKSLLEX-2023-00001984.mp4,,mp4,,HKSLLEX-2023-00001984-Babysitter.mp4,HKSLLEX-2023-00001984-Babysitter.webp,babysitter,babysitter,1to1,babysitter,,,保母,,,保母,,,,,,,,,,ASLLEX2,,,動詞,126;126;126;0,,,,fung,,,,,,,,,,,,,,,,,,,,,,
live,HKSLLEX-2023-00001985,vocabulary,,2024-05-16,,HKSLLEX-2023-00001985.mp4,,mp4,,HKSLLEX-2023-00001985-Like.mp4,HKSLLEX-2023-00001985-Like.webp,like,like,1to1,like,,,喜歡,,,鍾意,,,,,,,,,,ASLLEX2,,,名詞,77;0,,,,fung,,,,,,,,,,,,,,,,,,,,,,
live,HKSLLEX-2023-00001986,vocabulary,,2024-05-16,,HKSLLEX-2023-00001986.mp4,,mp4,,HKSLLEX-2023-00001986-Cheesegrater.mp4,HKSLLEX-2023-00001986-Cheesegrater.webp,cheese_grater,cheese_grater,1to1,cheese grater,,,芝士刨絲器,,,芝士刨絲器,,,,,,,,,,ASLLEX2,,,名詞,"52;52,122;49",,,,fung,,,,,,,,,,,,,,,,,,,,,,
live,HKSLLEX-2023-00001987,vocabulary,,2024-05-16,,HKSLLEX-2023-00001987.mp4,,mp4,,HKSLLEX-2023-00001987-Bow1.mp4,HKSLLEX-2023-00001987-Bow1.webp,bow,bow_1,noASLLEX2,bow 1,,,弓,,,弓,,,,,,,,,,ASLLEX2,,,動詞,54;107,,,,fung,,,,,,,,,,,,,,,,,,,,,,
live,HKSLLEX-2023-00001988,vocabulary,,2024-05-16,,HKSLLEX-2023-00001988.mp4,,mp4,,HKSLLEX-2023-00001988-Bow.mp4,HKSLLEX-2023-00001988-Bow.webp,bow,bow_2,noASLLEX2,bow,,,鞠躬,,,鞠躬,,,,,,,,,,ASLLEX2,,,名詞,126;0;58;0,,,,fung,,,,,,,,,,,,,,,,,,,,,,
live,HKSLLEX-2023-00001989,vocabulary,,2024-05-16,,HKSLLEX-2023-00001989.mp4,,mp4,,HKSLLEX-2023-00001989-Crack.mp4,HKSLLEX-2023-00001989-Crack.webp,crack,crack,1to1,crack,,,裂縫,,,裂縫,,,,,,,,,,ASLLEX2,,,動詞,66;0,,,,fung,,,,,,,,,,,語句,,,,,,,,,,,
live,HKSLLEX-2023-00001990,vocabulary,,2024-05-16,Facial expeession,HKSLLEX-2023-00001990.mp4,,mp4,,HKSLLEX-2023-00001990-Signingfluen.mp4,HKSLLEX-2023-00001990-Signingfluen.webp,signing_fluently,signing_fluently,1to1,signing fluently,,,流暢地做手語,,,流暢地做手語,,,,,,,,,,ASLLEX2,,,名詞,62;62,,,,fung,,,,,,,,,,,,,,,,,,,,,,
live,HKSLLEX-2023-00001991,vocabulary,,2024-05-16,,HKSLLEX-2023-00001991.mp4,,mp4,,HKSLLEX-2023-00001991-Wheelbarrow.mp4,HKSLLEX-2023-00001991-Wheelbarrow.webp,wheelbarrow,wheelbarrow,1to1,wheelbarrow,,,獨輪手推車,,,獨輪手推車,,,,,,,,,,ASLLEX2,,,語句,"130;130,54;54",,,,fung,,,,,,,,,,,,,,,,,,,,,,
live,HKSLLEX-2023-00001992,vocabulary,,2024-05-16,,HKSLLEX-2023-00001992.mp4,,mp4,,HKSLLEX-2023-00001992-Takecare.mp4,HKSLLEX-2023-00001992-Takecare.webp,take_care,take_care,1to1,take care,,,保重,,,保重,,,,,,,,,,ASLLEX2,,,動詞,106;62,,,,fung,,,,,,,,,,,,,,,,,,,,,,
live,HKSLLEX-2023-00001993,vocabulary,,2024-05-16,,HKSLLEX-2023-00001993.mp4,,mp4,,HKSLLEX-2023-00001993-Argue.mp4,HKSLLEX-2023-00001993-Argue.webp,argue,argue,1to1,argue,,,爭論,,,拗撬,,,,,,,,,,ASLLEX2,,,名詞,67;67,,,,fung,,,,,,,,,,,,,,,,,,,,,,
live,HKSLLEX-2023-00001994,vocabulary,,2024-05-16,,HKSLLEX-2023-00001994.mp4,,mp4,,HKSLLEX-2023-00001994-Marionette.mp4,HKSLLEX-2023-00001994-Marionette.webp,marionette,marionette,1to1,marionette,,,扯線公仔,,,扯線公仔,,,,,,,,,,ASLLEX2,,,名詞,66;66;62;62,,,,fung,,,,,,,,,,,,,,,,,,,,,,
live,HKSLLEX-2023-00001995,vocabulary,,2024-05-16,,HKSLLEX-2023-00001995.mp4,,mp4,,HKSLLEX-2023-00001995-Qtip.mp4,HKSLLEX-2023-00001995-Qtip.webp,q_tip,q_tip,1to1,q tip,,,棉花棒,,,棉花棒,,,,,,,,,,ASLLEX2,,,名詞,49;0,,,,fung,,,,,,,,,,,,,,,,,,,,,,
live,HKSLLEX-2023-00001996,vocabulary,,2024-05-16,,HKSLLEX-2023-00001996.mp4,,mp4,,HKSLLEX-2023-00001996-Dresser.mp4,HKSLLEX-2023-00001996-Dresser.webp,dresser,dresser,1to1,dresser,,,床頭櫃,櫃桶,,床頭櫃,,,,,,,,,,ASLLEX2,,,名詞,54;54,,,,fung,,,,,,,,,,,,,,,,,,,,,,
live,HKSLLEX-2023-00001997,vocabulary,,2024-05-16,,HKSLLEX-2023-00001997.mp4,,mp4,,HKSLLEX-2023-00001997-Assistant.mp4,HKSLLEX-2023-00001997-Assistant.webp,assistant,assistant,1to1,assistant,,,助手,,幫手,助手,,,,,,,,,,ASLLEX2,,,名詞,126;126,,,,fung,,,,,,,,,,,,,,,,,,,,,,
live,HKSLLEX-2023-00001998,vocabulary,,2024-05-16,,HKSLLEX-2023-00001998.mp4,,mp4,,HKSLLEX-2023-00001998-Flipflops.mp4,HKSLLEX-2023-00001998-Flipflops.webp,flipflops,flipflops,1to1,flipflops,,,人字拖,,,人字拖,,,,,,,,,,ASLLEX2,,,名詞,66;62,,,,fung,,,,,,,,,,,,,,,,,,,,,,
live,HKSLLEX-2023-00001999,vocabulary,,2024-05-16,,HKSLLEX-2023-00001999.mp4,,mp4,,HKSLLEX-2023-00001999-Law.mp4,HKSLLEX-2023-00001999-Law.webp,law,law,1to1,law,,,法律,,,法律,,,,,,,,,,ASLLEX2,,,動詞,44;54,,,,fung,,,,,,,,,,,,,,,,,,,,,,
live,HKSLLEX-2023-00002000,vocabulary,,2024-05-16,,HKSLLEX-2023-00002000.mp4,,mp4,,HKSLLEX-2023-00002000-Over.mp4,HKSLLEX-2023-00002000-Over.webp,over,over,1to1,over,,,超過,,,超過,,,,,,,,,,ASLLEX2,,,,126;54,,,,fung,,,,,,,,,,,,,,,,,,,,,,
live,HKSLLEX-2023-00002001,vocabulary,,2024-05-16,,HKSLLEX-2023-00002001.mp4,,mp4,,HKSLLEX-2023-00002001-Ok.mp4,HKSLLEX-2023-00002001-Ok.webp,ok,ok,1to1,ok,,,ok,,,ok,,,,,,,,,,ASLLEX2,,,副詞,110;0,,,,fung,,,,,,,,,,,,,,,,,,,,,,
live,HKSLLEX-2023-00002002,vocabulary,,2024-05-16,,HKSLLEX-2023-00002002.mp4,,mp4,,HKSLLEX-2023-00002002-Or.mp4,HKSLLEX-2023-00002002-Or.webp,or,or,1to1,or,,,或者,,,或者,,,,,,,,,,ASLLEX2,,,語句,66;66,,,,fung,,,,,,,,,,,,,,,,,,,,,,
live,HKSLLEX-2023-00002003,vocabulary,,2024-05-16,,HKSLLEX-2023-00002003.mp4,,mp4,,HKSLLEX-2023-00002003-Clueless.mp4,HKSLLEX-2023-00002003-Clueless.webp,clueless,clueless,1to1,clueless,,,一無所知,,無知,一無所知,,,,,,,,,,ASLLEX2,,,動詞,44;44,,,,fung,,,,,,,,,,,,,,,,,,,,,,
live,HKSLLEX-2023-00002004,vocabulary,,2024-05-16,,HKSLLEX-2023-00002004.mp4,,mp4,,HKSLLEX-2023-00002004-Cancel.mp4,HKSLLEX-2023-00002004-Cancel.webp,cancel,cancel,Mto1,cancel,,,取消,,,取消,,,,,,,,,,ASLLEX2,,,名詞,126;126,,,,fung,,,,,,,,,,,,,,,,,,,,,,
live,HKSLLEX-2023-00002005,vocabulary,,2024-05-16,,HKSLLEX-2023-00002005.mp4,,mp4,,HKSLLEX-2023-00002005-Everything.mp4,HKSLLEX-2023-00002005-Everything.webp,everything,everything,1to1,everything,,,一切,,全部,一切,,,,,,,,,,ASLLEX2,,,動詞,126;126,,,,fung,,,,,,,,,,,,,,,,,,,,,,
live,HKSLLEX-2023-00002006,vocabulary,,2024-05-16,,HKSLLEX-2023-00002006.mp4,,mp4,,HKSLLEX-2023-00002006-Dedicate.mp4,HKSLLEX-2023-00002006-Dedicate.webp,dedicate,dedicate,Mto1,dedicate,,,奉獻,,,奉獻,,,,,,,,,,ASLLEX2,,,動詞,126;126,,,,fung,,,,,,,,,,,,,,,,,,,,,,
live,HKSLLEX-2023-00002007,vocabulary,,2024-05-16,,HKSLLEX-2023-00002007.mp4,,mp4,,HKSLLEX-2023-00002007-Seven.mp4,HKSLLEX-2023-00002007-Seven.webp,seven,seven,1to1,seven,,,七,,,七,,,,,,,,,,ASLLEX2,,,名詞,85;0,,,,fung,,,,,,,,,,,,,,,,,,,,,,
live,HKSLLEX-2023-00002008,vocabulary,,2024-05-16,,HKSLLEX-2023-00002008.mp4,,mp4,,HKSLLEX-2023-00002008-Sausage.mp4,HKSLLEX-2023-00002008-Sausage.webp,sausage,sausage,1to1,sausage,,,香腸,,,香腸,,,,,,,,,,ASLLEX2,,,名詞,66;0,,,,fung,,,,,,,,,,,,,,,,,,,,,,
live,HKSLLEX-2023-00002009,vocabulary,,2024-05-16,,HKSLLEX-2023-00002009.mp4,,mp4,,HKSLLEX-2023-00002009-Scarmemory.mp4,HKSLLEX-2023-00002009-Scarmemory.webp,scar_memory,scar_memory,1to1,scar memory,,,烙印,回憶,銘記,烙印,,,,,,,,,,ASLLEX2,,,名詞,68;0,,,,fung,,,,,,,,,,,,,,,,,,,,,,
live,HKSLLEX-2023-00002010,vocabulary,,2024-05-16,,HKSLLEX-2023-00002010.mp4,,mp4,,HKSLLEX-2023-00002010-Turban.mp4,HKSLLEX-2023-00002010-Turban.webp,turban,turban,1to1,turban,,,頭巾,,,頭巾,,,,,,,,,,ASLLEX2,,,名詞,121;0,,,,fung,,,,,,,,,,,動詞,,,,,,,,,,,
live,HKSLLEX-2023-00002011,vocabulary,,2024-05-16,,HKSLLEX-2023-00002011.mp4,,mp4,,HKSLLEX-2023-00002011-Wrapup.mp4,HKSLLEX-2023-00002011-Wrapup.webp,wrap_up,wrap_up,Mto1,wrap up,,,包裝,,,包裝,,,,,,,,,,ASLLEX2,,,動詞,126;126,,,,fung,,,,,,,,,,,語句,,,,,,,,,,,
live,HKSLLEX-2023-00002012,vocabulary,,2024-05-16,,HKSLLEX-2023-00002012.mp4,,mp4,,HKSLLEX-2023-00002012-Takenotes.mp4,HKSLLEX-2023-00002012-Takenotes.webp,take_notes,take_notes,1to1,take notes,,,抄筆記,,,抄筆記,,,,,,,,,,ASLLEX2,,,名詞,63;126,,,,fung,,,,,,,,,,,,,,,,,,,,,,
live,HKSLLEX-2023-00002013,vocabulary,,2024-05-16,,HKSLLEX-2023-00002013.mp4,,mp4,,HKSLLEX-2023-00002013-Penis.mp4,HKSLLEX-2023-00002013-Penis.webp,penis,penis,1to1,penis,,,陰莖,,,陰莖,,,,,,,,,,ASLLEX2,,,名詞,"62;0,66;0",,,,fung,,,,,,,,,,,,,,,,,,,,,,
live,HKSLLEX-2023-00002014,vocabulary,,2024-05-16,,HKSLLEX-2023-00002014.mp4,,mp4,,HKSLLEX-2023-00002014-Badge.mp4,HKSLLEX-2023-00002014-Badge.webp,badge,badge,1to1,badge,,,徽章,,,徽章,,,,,,,,,,ASLLEX2,,,名詞,76;0,,,,fung,,,,,,,,,,,,,,,,,,,,,,
live,HKSLLEX-2023-00002015,vocabulary,,2024-05-16,,HKSLLEX-2023-00002015.mp4,,mp4,,HKSLLEX-2023-00002015-Closet.mp4,HKSLLEX-2023-00002015-Closet.webp,closet,closet,Mto1,closet,,,衣櫃,,,衣櫃,,,,,,,,,,ASLLEX2,,,名詞,"77;0,54;54",,,,fung,,,,,,,,,,,,,,,,,,,,,,
live,HKSLLEX-2023-00002016,vocabulary,,2024-05-16,,HKSLLEX-2023-00002016.mp4,,mp4,,HKSLLEX-2023-00002016-Ostrich.mp4,HKSLLEX-2023-00002016-Ostrich.webp,ostrich,ostrich,1to1,ostrich,,,鴕鳥,,,鴕鳥,,,,,,,,,,ASLLEX2,,,動詞,74;0;73;0;121;0,,,,fung,,,,,,,,,,,,,,,,,,,,,,
live,HKSLLEX-2023-00002017,vocabulary,,2024-05-16,,HKSLLEX-2023-00002017.mp4,,mp4,,HKSLLEX-2023-00002017-Gotojail.mp4,HKSLLEX-2023-00002017-Gotojail.webp,go_to_jail,go_to_jail,1to1,go to jail,,,坐監,,,坐監,,,,,,,,,,ASLLEX2,,,動詞,62;62,,,,fung,,,,,,,,,,,語句,,,,,,,,,,,
live,HKSLLEX-2023-00002018,vocabulary,,2024-05-16,,HKSLLEX-2023-00002018.mp4,,mp4,,HKSLLEX-2023-00002018-Notusedto.mp4,HKSLLEX-2023-00002018-Notusedto.webp,not_used_to,not_used_to,1to1,not used to,,,不習慣,,,唔習慣,唔慣,,,,,,,,,ASLLEX2,,,名詞,66;66,,,,fung,,,,,,,,,,,,,,,,,,,,,,
live,HKSLLEX-2023-00002019,vocabulary,,2024-05-16,,HKSLLEX-2023-00002019.mp4,,mp4,,HKSLLEX-2023-00002019-Child.mp4,HKSLLEX-2023-00002019-Child.webp,child,child,1to1,child,,,小朋友,,,小朋友,,,,,,,,,,ASLLEX2,,,形容詞,126;0,,,,fung,,,,,,,,,,,,,,,,,,,,,,
live,HKSLLEX-2023-00002020,vocabulary,,2024-05-16,,HKSLLEX-2023-00002020.mp4,,mp4,,HKSLLEX-2023-00002020-Rich.mp4,HKSLLEX-2023-00002020-Rich.webp,rich,rich,1to1,rich,,,富有,,,富有,,,,,,,,,,ASLLEX2,,,名詞,110;110;62;62,,,,fung,,,,,,,,,,,,,,,,,,,,,,
